Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_1017,c_11,c_4,c_10,m_1,0.9796,0.062354945
model_1018,c_2,c_1,c_12,c_8,0.9796,0.05998253
model_1019,c_1,c_8,c_7,m_3,0.9799,0.062495902
model_1020,c_12,c_7,c_3,c_11,0.9785,0.06299618
model_1021,c_9,m_3,c_8,c_11,0.9757,0.08278939
model_1022,c_5,c_1,m_1,c_4,0.9706,0.09250441
model_1023,c_5,c_6,c_10,m_1,0.9801,0.062732786
model_1024,c_2,c_3,c_10,c_8,0.9788,0.062579155
model_1025,c_4,c_2,c_9,c_7,0.9802,0.063620426
model_1026,c_6,c_11,c_4,c_9,0.9789,0.062398493
model_1027,c_5,c_4,c_10,c_12,0.9792,0.062471446
model_1028,c_9,c_2,c_10,c_8,0.9789,0.064232014
model_1029,c_11,c_4,m_1,c_10,0.9722,0.09327568
model_1030,c_10,c_6,m_1,c_9,0.974,0.087817065
model_1031,c_6,c_2,c_2,c_8,0.9798,0.06341373
model_1032,c_6,c_5,c_2,c_11,0.9801,0.060497936
model_1033,c_10,m_2,c_11,c_11,0.9643,0.11448817
model_1034,c_2,c_5,c_4,c_3,0.9801,0.061491735
model_1035,c_2,c_7,c_6,c_10,0.9817,0.059258197
model_1036,c_6,c_11,c_4,s,0.9799,0.06431473
model_1037,c_2,m_2,c_6,c_2,0.9691,0.104782246
model_1038,c_4,m_3,m_1,c_7,0.935,0.26642612
model_1039,c_8,c_12,c_11,c_11,0.9813,0.059083976
model_1040,c_11,m_2,c_1,c_7,0.9654,0.11492829
model_1041,c_11,c_3,c_6,c_5,0.9805,0.062571436
model_1042,c_10,c_7,c_5,c_10,0.9805,0.05799277
model_1043,c_2,s,-,-,0.9618,0.1329981
model_1044,c_8,c_8,c_12,c_9,0.9813,0.061293494
model_1045,c_9,m_1,c_5,c_7,0.9679,0.10954981
model_1046,c_8,m_3,c_12,c_12,0.9697,0.10370052
model_1047,c_9,m_3,m_1,m_2,0.9628,0.14704746
model_1048,c_1,m_2,c_5,c_5,0.9643,0.11681385
model_1049,c_5,c_9,c_3,c_4,0.9809,0.06179001
model_1050,c_3,c_3,c_4,c_10,0.9789,0.06400194
model_1051,c_9,c_5,c_7,m_2,0.9802,0.06273792
model_1052,c_7,c_12,m_2,c_5,0.9785,0.06920949
model_1053,c_5,c_8,c_11,c_9,0.9794,0.06671521
model_1054,c_5,c_2,c_6,c_7,0.98,0.061386302
model_1055,c_2,c_8,c_10,c_12,0.9818,0.056830525
model_1056,c_5,c_10,c_9,s,0.977,0.07355673
model_1057,c_3,c_2,s,-,0.9766,0.0718533
model_1058,c_12,c_10,c_4,c_1,0.9799,0.06637684
model_1059,c_9,c_4,m_1,c_9,0.9703,0.09513184
model_1060,c_10,c_5,c_2,c_2,0.9806,0.05973385
model_1061,c_7,c_1,c_3,c_1,0.9813,0.058440704
model_1062,c_5,m_2,c_1,c_6,0.964,0.11500535
model_1063,c_11,c_12,c_2,c_7,0.98,0.06356021
model_1064,c_6,c_2,c_2,c_11,0.9797,0.062134627
model_1065,c_11,c_8,c_12,c_1,0.9806,0.0593762
model_1066,c_12,c_12,c_7,c_7,0.9782,0.06505401
model_1067,c_4,c_2,c_10,c_11,0.9813,0.058229804
model_1068,c_1,c_11,c_11,c_4,0.9812,0.05713458
model_1069,c_4,m_3,m_2,m_3,0.8699,0.5232055
model_1070,m_1,c_6,m_2,c_6,0.9482,0.17831406
model_1071,c_2,c_7,c_2,c_5,0.9796,0.06275194
model_1072,c_7,c_6,c_2,c_7,0.9807,0.05988094
model_1073,c_1,c_11,c_5,c_2,0.9805,0.060178496
model_1074,c_5,c_12,c_11,c_7,0.9782,0.06722261
model_1075,c_1,c_8,c_12,c_2,0.9817,0.05828252
model_1076,c_4,c_3,c_6,c_8,0.9799,0.06544355
model_1077,c_6,m_3,c_12,m_2,0.9743,0.0865908
model_1078,c_5,c_3,c_1,c_2,0.9786,0.06264553
model_1079,m_3,s,-,-,0.7882,0.7370571
model_1080,c_4,m_1,m_3,m_3,0.9316,0.27678713
model_1081,c_2,c_9,c_7,c_12,0.9818,0.059115097
model_1082,c_6,c_6,c_9,c_9,0.9803,0.062742464
model_1083,c_10,m_3,c_9,m_3,0.9571,0.14532997
model_1084,c_12,m_1,c_9,c_4,0.9685,0.10539734
model_1085,c_11,c_3,c_12,c_5,0.9802,0.062350966
model_1086,c_9,c_8,c_12,c_6,0.9802,0.058403783
model_1087,c_8,c_6,c_6,c_5,0.9798,0.061597697
model_1088,c_3,c_12,m_3,c_1,0.9811,0.05961615
model_1089,c_9,c_11,c_7,m_3,0.9785,0.06352565
model_1090,c_6,c_2,m_3,c_12,0.9798,0.06728828
model_1091,c_11,c_4,c_10,c_4,0.9811,0.05927693
model_1092,c_5,c_8,m_2,c_1,0.9725,0.084364444
model_1093,c_2,c_5,m_3,c_6,0.9803,0.0676332
model_1094,c_10,c_5,m_2,m_2,0.9743,0.088156864
model_1095,c_4,c_6,m_2,c_10,0.979,0.070070796
model_1096,c_5,c_7,c_11,c_5,0.9805,0.05910269
model_1097,c_8,c_12,c_5,m_2,0.9791,0.06407165
model_1098,c_9,c_6,m_1,m_2,0.9729,0.0855517
model_1099,c_6,c_4,c_12,c_11,0.9787,0.062804654
model_1100,c_9,m_3,m_3,c_6,0.8478,0.63048846
model_1101,c_5,c_10,m_2,c_5,0.9699,0.09268928
model_1102,c_3,c_4,c_12,c_6,0.9795,0.06255069
model_1103,c_3,c_7,c_10,c_2,0.98,0.061466478
model_1104,c_6,c_2,c_10,c_10,0.9802,0.062106356
model_1105,c_4,c_1,c_9,m_1,0.981,0.05877305
model_1106,m_3,c_11,c_5,c_1,0.8744,0.38244393
model_1107,c_10,c_1,m_2,s,0.972,0.09680907
model_1108,c_2,c_7,c_4,c_4,0.9799,0.06166271
model_1109,c_1,c_6,c_7,m_3,0.9804,0.05893785
model_1110,c_6,c_12,c_1,m_1,0.9799,0.0637642
model_1111,c_6,c_2,c_3,m_2,0.9805,0.059191715
model_1112,c_11,c_12,c_9,c_9,0.9801,0.06423796
model_1113,c_1,c_9,m_2,m_3,0.9794,0.068368495
model_1114,c_6,c_9,c_11,c_7,0.9787,0.06627215
model_1115,c_6,m_2,c_4,c_1,0.9657,0.10861675
model_1116,c_8,c_3,m_1,c_7,0.973,0.08603575
model_1117,c_6,c_1,c_12,c_3,0.9791,0.06429387
model_1118,c_6,c_2,m_2,c_2,0.9737,0.08387357
model_1119,c_7,c_1,c_7,c_1,0.982,0.057078283
model_1120,c_10,c_9,c_6,c_9,0.9816,0.059517678
model_1121,c_7,c_9,m_2,c_3,0.9774,0.07147625
model_1122,c_10,c_3,m_1,c_4,0.9727,0.09047014
model_1123,c_2,c_9,m_3,c_8,0.9814,0.0620998
model_1124,m_3,c_9,c_2,c_1,0.8667,0.40302026
model_1125,c_9,c_11,c_5,c_11,0.9807,0.06252876
model_1126,c_11,m_2,m_2,c_9,0.961,0.14236434
model_1127,c_2,c_9,c_5,m_2,0.9791,0.063950315
model_1128,c_7,c_4,c_6,c_11,0.9823,0.058759652
model_1129,c_12,c_5,c_11,m_3,0.9779,0.067537464
model_1130,c_9,c_3,c_5,c_1,0.9792,0.061023995
model_1131,c_11,c_6,c_8,m_2,0.9804,0.06349756
model_1132,c_2,m_2,s,-,0.9533,0.16394566
model_1133,c_5,c_3,m_1,s,0.9731,0.08633534
model_1134,c_4,c_9,c_9,c_6,0.98,0.061865974
model_1135,c_4,m_1,m_2,m_3,0.9398,0.22875373
model_1136,c_11,c_8,c_3,c_12,0.9799,0.061724488
model_1137,m_3,c_12,c_4,c_12,0.8666,0.40063405
model_1138,c_1,m_2,c_10,c_5,0.9636,0.11783356
model_1139,c_1,c_12,c_2,m_2,0.9808,0.062215943
model_1140,c_8,c_8,c_4,c_9,0.98,0.061210923
model_1141,c_12,c_5,s,-,0.9768,0.07406607
model_1142,c_9,m_3,s,-,0.965,0.12245402
model_1143,c_1,c_8,c_12,c_12,0.9812,0.057874203
model_1144,c_11,c_10,c_6,c_11,0.98,0.05962394
model_1145,c_4,m_2,c_8,s,0.964,0.11813779
model_1146,c_10,c_3,c_5,c_8,0.9799,0.0607977
model_1147,c_2,c_7,c_1,c_3,0.9803,0.060055967
model_1148,c_11,m_3,s,-,0.9592,0.14854218
model_1149,c_6,c_4,c_11,m_3,0.9809,0.06004023
model_1150,c_1,c_7,c_9,c_3,0.9807,0.0571247
model_1151,c_2,m_2,c_12,m_1,0.9691,0.104985334
model_1152,c_7,c_10,c_10,c_12,0.9815,0.056498937
model_1153,c_9,c_10,c_11,c_12,0.9795,0.06478582
model_1154,c_6,c_3,c_8,c_9,0.9804,0.061468117
model_1155,c_4,c_7,c_3,c_6,0.9811,0.058310676
model_1156,c_4,c_6,c_1,c_7,0.9782,0.06391668
model_1157,c_6,c_4,c_1,c_8,0.9807,0.059876386
model_1158,c_2,c_2,c_4,c_1,0.9799,0.06321443
model_1159,m_1,c_2,m_2,c_3,0.9452,0.18954353
model_1160,c_5,c_10,c_10,c_5,0.9809,0.05869898
model_1161,c_1,c_4,c_7,s,0.9822,0.05795041
model_1162,c_3,c_12,c_3,c_11,0.9814,0.060056966
model_1163,c_1,c_5,c_10,c_11,0.98,0.060328893
model_1164,c_1,c_1,c_4,c_1,0.9805,0.059753835
model_1165,m_3,c_12,c_3,c_4,0.8697,0.40194154
model_1166,c_9,c_3,s,-,0.9761,0.074649215
model_1167,c_10,c_4,m_3,c_9,0.9716,0.10063539
model_1168,c_12,c_8,c_8,c_1,0.9781,0.067477025
model_1169,c_11,c_6,m_3,c_8,0.9805,0.06285116
model_1170,c_9,c_6,c_8,c_12,0.9798,0.06462172
model_1171,c_8,c_3,m_2,c_4,0.9761,0.073051184
model_1172,c_10,c_12,c_5,c_11,0.9792,0.06250021
model_1173,c_11,c_10,m_1,c_12,0.9741,0.08914464
model_1174,c_9,c_5,m_2,s,0.9763,0.07331405
model_1175,c_8,m_1,m_3,c_12,0.9535,0.17581429
model_1176,c_3,c_10,c_12,m_3,0.9804,0.06350531
model_1177,c_6,c_4,c_12,m_2,0.9783,0.06382814
model_1178,c_7,c_5,s,-,0.9784,0.07240082
model_1179,c_1,c_2,c_9,c_1,0.98,0.062909804
model_1180,c_8,m_1,c_9,c_9,0.9684,0.10446258
model_1181,c_11,c_6,c_5,c_12,0.98,0.061411332
model_1182,c_12,m_2,c_11,s,0.9685,0.100246094
model_1183,c_2,c_7,c_7,c_5,0.9802,0.06260466
model_1184,c_5,c_5,m_1,c_10,0.9725,0.08917546
model_1185,c_3,m_2,m_3,m_3,0.9422,0.22276781
model_1186,c_10,c_12,c_10,c_2,0.9776,0.07296991
model_1187,c_12,c_12,c_10,c_5,0.9798,0.06083372
model_1188,c_2,c_8,c_11,c_10,0.9805,0.05878437
model_1189,c_7,c_2,c_2,c_3,0.9813,0.059383545
model_1190,c_8,c_10,c_10,c_4,0.9801,0.061252523
model_1191,c_10,c_12,c_7,m_2,0.9783,0.065340616
model_1192,c_6,c_1,c_4,c_2,0.9815,0.058215775
model_1193,c_5,c_5,s,-,0.9775,0.07424695
model_1194,c_11,c_12,c_3,c_8,0.9804,0.05941902
model_1195,c_4,c_6,c_9,c_1,0.9793,0.06262602
model_1196,c_4,m_1,c_2,c_4,0.9678,0.10992761
model_1197,c_7,m_1,m_1,c_6,0.924,0.26471767
model_1198,c_2,c_7,c_5,c_7,0.9803,0.0613379
model_1199,c_8,c_1,c_8,c_12,0.9792,0.065154456
model_1200,c_2,c_5,m_2,c_11,0.9753,0.08019983
